,row_1793_data
united,0.004930955443971558
state,0.0036203276275125493
military,0.0014543333594853475
executive,0.001450190729619998
ought,0.0012631231852290679
jurisdiction,0.0012146542262377507
militia,0.0011259368081138915
proceeding,0.0011251114934885185
warmest,0.0010963723326816008
liberate,0.0010778344958467794
warlike,0.0010731804874474246
relate,0.0010709526195570335
recess,0.0010468660979396232
although,0.0010143590756974247
whether,0.0010110635377844224
store,0.0009756148723142754
fulfillment,0.000942749331733842
installment,0.0009400950035691434
arm,0.0009378827076016097
loan,0.0009156318813672434
nothing,0.0008975120928176028
posse,0.0008287852070472115
dignity,0.0007951130786651542
hostile,0.0007599601254910919
court,0.0007212796788347876
legal,0.0007183811600411688
may,0.0007160841633014558
remedy,0.000709461076780887
hand,0.0007071862378216804
paper,0.0007067010549595193
lost,0.0006756677809537101
peace,0.0006729969700103328
happiness,0.0006633088361705271
public,0.0006483361569782106
hoped,0.0006397720865118194
gentleman,0.0006356059076121348
several,0.0006232800572008318
addition,0.0006118041310643164
individual,0.000588952566798981
presented,0.000576142552780729
object,0.0005702956995525966
hazarded,0.0005612385571764217
allured,0.0005612385571764217
indistinctly,0.0005612385571764217
reproached,0.0005612385571764217
print,0.0005564711022082705
coolness,0.0005548244994107637
unprejudiced,0.0005510635001123782
offensively,0.0005495766327981102
choicest,0.0005494359182472001
violator,0.0005492516519272642
encountering,0.0005492389496649432
abounds,0.000549216716928878
wisdom,0.0005479435349610859
productiveness,0.0005475084143947308
languish,0.0005439667691770979
remembrance,0.0005438508973084213
censure,0.0005437478192617976
succor,0.0005427959736462148
apparatus,0.000542775820064506
detected,0.0005403742859369998
conduce,0.0005402494356674215
prolongation,0.0005401484629511111
affectionate,0.0005391368942849842
diffused,0.0005386977469597864
implore,0.0005385068323838611
rest,0.0005384386602365057
house,0.000537709663435982
representative,0.0005366611188310181
marched,0.0005360244253701479
usurp,0.0005348301823906178
pronounce,0.0005346199660095192
indian,0.0005340543527666872
plentiful,0.0005336191638875588
ready,0.0005335298796451361
partiality,0.000533160360663135
extortion,0.0005296590379767491
array,0.0005287823800202479
humbly,0.0005275258904641223
respectful,0.0005263928209164495
florin,0.0005240061199528154
troop,0.0005223430791797874
strenuous,0.0005214891661079659
crown,0.0005214702157145673
recollect,0.0005194733859635273
contraband,0.000518846683381564
evince,0.000516600148427382
obeyed,0.0005159305913563458
affirmed,0.0005156569826911411
torn,0.0005145847782089389
obviate,0.0005135431882703072
reimbursed,0.0005123017082113502
awakened,0.0005122018948599525
exacting,0.0005116285842885963
admonish,0.0005104261418836075
influenced,0.0005101616291441487
receive,0.0005079701103370853
executing,0.0005071260116307429
retard,0.0005067279002128173
corn,0.0005061923431414414
forbear,0.0005051489502849136
commissioned,0.0005043458640325605
shew,0.0005028639759068826
conciliate,0.0005016514526014795
struck,0.0005000859798180078
imperfection,0.0004993442423710559
compensated,0.0004982796891126094
persuasion,0.0004981289321193128
incapable,0.0004968381439658399
immunity,0.0004961435328601742
extremely,0.0004951016602268387
forbid,0.0004921053972968351
disclose,0.0004898364854251851
holland,0.0004882104679309539
temper,0.0004863932049576299
whatsoever,0.000486203410041602
frustrated,0.00048482181369913604
solemnly,0.0004845718157692331
prohibited,0.00048406864873388507
insult,0.0004817351106315925
recruit,0.0004808517119690165
magazine,0.00048068033394266506
throughout,0.0004790132875462271
jealousy,0.00047887925745199037
conform,0.0004785345897175814
rigorous,0.00047752586273589707
laid,0.0004764291900288492
dissension,0.000476390455917857
repel,0.00047613341441186155
reimbursement,0.00047456789273917177
apprehend,0.0004739627399180146
contemplate,0.0004723377451070522
end,-0.0004731652253284653
budget,-0.00047502189639533123
rate,-0.00047625674778421025
people,-0.00047772871778490483
believe,-0.000477898971067012
health,-0.0004806565716769536
tonight,-0.00048278265369232977
cost,-0.00048679333002597114
claim,-0.0004916922783437571
community,-0.0004958334879343873
secretary,-0.0004970495189508885
problem,-0.0005078789980849252
le,-0.000509832014219511
world,-0.0005191918334862863
constitution,-0.0005191975714822031
use,-0.0005199712056230062
year,-0.0005225360611463379
meet,-0.0005243634022876032
whole,-0.0005260828088139796
better,-0.0005335032155290547
past,-0.0005472495438381224
change,-0.0005507490797047215
continue,-0.0005552009686982417
together,-0.0005552162817949963
best,-0.0005571619410892556
family,-0.0005591489080654708
expenditure,-0.0005673849290432017
come,-0.0005675688152082684
view,-0.0005703245690193766
session,-0.0005810623917701523
take,-0.0006074345542572942
place,-0.000609956089428054
president,-0.0006159723904708367
home,-0.0006174484883113226
know,-0.0006197198828708693
long,-0.0006231840771767569
job,-0.0006253873502413487
let,-0.000629469039588674
child,-0.0006312195625115548
legislation,-0.0006341081526858223
result,-0.0006484985775988144
help,-0.0006562420386960604
economic,-0.0006589576450885866
still,-0.0006947548832595069
action,-0.0007212593517654528
business,-0.0007255182357616974
men,-0.000732166427402531
union,-0.0007364049412160819
land,-0.000737318558193233
way,-0.0007524311347984915
increase,-0.0007571249328367085
government,-0.0007955491439904075
department,-0.0008050002320331357
security,-0.0008065524110817461
program,-0.0008118162833562361
life,-0.0008135111393772188
free,-0.0008162036542704157
purpose,-0.0008231091725372575
million,-0.0008381692726569729
federal,-0.0008382184281964598
foreign,-0.0008684727778219936
need,-0.0010290669756435147
part,-0.0012153882252778627
work,-0.0012732356785155924
make,-0.0012909534016429171
america,-0.0015075652048568346
great,-0.0020128598471031746
american,-0.002437577104305098
